cause_name,age,age_name,incidence,cluster_3,cluster_4,cause_outline,incidence_rate
Parkinson's disease,25,25-29 years,-0.6519210031944817,Ageing-related,Ageing-related,B.5.2,3.9420800936636304e-6
Parkinson's disease,30,30-34 years,-0.6506820201491801,Ageing-related,Ageing-related,B.5.2,8.472396936869795e-6
Parkinson's disease,35,35-39 years,-0.6486921741612529,Ageing-related,Ageing-related,B.5.2,1.4692543855962428e-5
Parkinson's disease,40,40-44 years,-0.6355863505569053,Ageing-related,Ageing-related,B.5.2,3.188037810897543e-5
Parkinson's disease,45,45-49 years,-0.6159379237924588,Ageing-related,Ageing-related,B.5.2,6.317476994635484e-5
Parkinson's disease,50,50-54 years,-0.5821421014314027,Ageing-related,Ageing-related,B.5.2,1.1442286770398811e-4
Parkinson's disease,55,55-59 years,-0.5357135731330527,Ageing-related,Ageing-related,B.5.2,1.7895541693733718e-4
Parkinson's disease,60,60-64 years,-0.4308319656240774,Ageing-related,Ageing-related,B.5.2,3.508456432736537e-4
Parkinson's disease,65,65-69 years,-0.1921703351444906,Ageing-related,Ageing-related,B.5.2,6.304513126682705e-4
Parkinson's disease,70,70-74 years,0.3627798151147354,Ageing-related,Ageing-related,B.5.2,0.0010230491120769357
Parkinson's disease,75,75-79 years,1.21383069022164,Ageing-related,Ageing-related,B.5.2,0.0015142115367301234
Parkinson's disease,80,80-84 years,2.047069878946437,Ageing-related,Ageing-related,B.5.2,0.0016938372961261164
Parkinson's disease,85,85-89 years,2.271282054075372,Ageing-related,Ageing-related,B.5.2,0.0016033955458173061
Parkinson's disease,90,90-94 years,1.794214916815626,Ageing-related,Ageing-related,B.5.2,0.0015854750791602585
Parkinson's disease,95,95-99 years,1.170419183614542,Ageing-related,Ageing-related,B.5.2,0.0015835172186864806
Pedestrian road injuries,0,0-1 years,-1.301461764004298,Ageing-related,Adult (late),C.1.1.1,4.572132966563519e-5
Pedestrian road injuries,1,1-4 years,-0.9590124046392636,Ageing-related,Adult (late),C.1.1.1,1.553248514831662e-4
Pedestrian road injuries,5,5-9 years,-1.526207207066014,Ageing-related,Adult (late),C.1.1.1,5.446090937404411e-4
Pedestrian road injuries,10,10-14 years,-2.054515834808991,Ageing-related,Adult (late),C.1.1.1,0.0012498511585498121
Pedestrian road injuries,15,15-19 years,-1.138635697518653,Ageing-related,Adult (late),C.1.1.1,0.002478538064514897
Pedestrian road injuries,20,20-24 years,-0.08773340147359229,Ageing-related,Adult (late),C.1.1.1,0.003638612685653828
Pedestrian road injuries,25,25-29 years,-0.1532400500573614,Ageing-related,Adult (late),C.1.1.1,0.003619978503757314
Pedestrian road injuries,30,30-34 years,0.0937327602269112,Ageing-related,Adult (late),C.1.1.1,0.0033469888129056013
Pedestrian road injuries,35,35-39 years,0.2262807263238693,Ageing-related,Adult (late),C.1.1.1,0.0034381702275335085
Pedestrian road injuries,40,40-44 years,0.2520133750651155,Ageing-related,Adult (late),C.1.1.1,0.003473011259422132
Pedestrian road injuries,45,45-49 years,0.4142955848992445,Ageing-related,Adult (late),C.1.1.1,0.0033917380167417964
Pedestrian road injuries,50,50-54 years,0.7676486429880178,Ageing-related,Adult (late),C.1.1.1,0.0035160645124154774
Pedestrian road injuries,55,55-59 years,0.7719061411724271,Ageing-related,Adult (late),C.1.1.1,0.003592697215332252
Pedestrian road injuries,60,60-64 years,1.114301133458382,Ageing-related,Adult (late),C.1.1.1,0.003529281959064716
Pedestrian road injuries,65,65-69 years,1.203376407014618,Ageing-related,Adult (late),C.1.1.1,0.003269656677161988
Pedestrian road injuries,70,70-74 years,1.256862689849444,Ageing-related,Adult (late),C.1.1.1,0.002979407844056487
Pedestrian road injuries,75,75-79 years,1.309051774064808,Ageing-related,Adult (late),C.1.1.1,0.0029837401267785698
Pedestrian road injuries,80,80-84 years,1.070729084278062,Ageing-related,Adult (late),C.1.1.1,0.002710357117745331
Pedestrian road injuries,85,85-89 years,0.4837369096053463,Ageing-related,Adult (late),C.1.1.1,0.00218221473556531
Pedestrian road injuries,90,90-94 years,-0.6019346356031956,Ageing-related,Adult (late),C.1.1.1,0.0017076091804082752
Pedestrian road injuries,95,95-99 years,-1.141194233774887,Ageing-related,Adult (late),C.1.1.1,0.0013644134969820008
Peptic ulcer disease,0,0-1 years,-0.9562441773836743,Ageing-related,Ageing-related,B.4.2.1,0
Peptic ulcer disease,1,1-4 years,-0.8642083798073571,Ageing-related,Ageing-related,B.4.2.1,0
Peptic ulcer disease,5,5-9 years,-0.9111560656602861,Ageing-related,Ageing-related,B.4.2.1,3.98545985130903e-5
Peptic ulcer disease,10,10-14 years,-0.9115217407768078,Ageing-related,Ageing-related,B.4.2.1,1.3219652780059767e-4
Peptic ulcer disease,15,15-19 years,-0.8538933452525479,Ageing-related,Ageing-related,B.4.2.1,2.3608008738522157e-4
Peptic ulcer disease,20,20-24 years,-0.7857094996843581,Ageing-related,Ageing-related,B.4.2.1,2.9441919753079427e-4
Peptic ulcer disease,25,25-29 years,-0.7533777424519325,Ageing-related,Ageing-related,B.4.2.1,3.107806756567274e-4
Peptic ulcer disease,30,30-34 years,-0.735456553778212,Ageing-related,Ageing-related,B.4.2.1,3.44041121273354e-4
Peptic ulcer disease,35,35-39 years,-0.6450961804447364,Ageing-related,Ageing-related,B.4.2.1,3.970581044030137e-4
Peptic ulcer disease,40,40-44 years,-0.5955277271725186,Ageing-related,Ageing-related,B.4.2.1,4.635562598243763e-4
Peptic ulcer disease,45,45-49 years,-0.4807148566453072,Ageing-related,Ageing-related,B.4.2.1,5.572994809525904e-4
Peptic ulcer disease,50,50-54 years,-0.321600139373872,Ageing-related,Ageing-related,B.4.2.1,6.752863069869627e-4
Peptic ulcer disease,55,55-59 years,-0.1610663114890434,Ageing-related,Ageing-related,B.4.2.1,8.195810382638844e-4
Peptic ulcer disease,60,60-64 years,0.03156643144968219,Ageing-related,Ageing-related,B.4.2.1,0.0010057083488021772
Peptic ulcer disease,65,65-69 years,0.2899397876520093,Ageing-related,Ageing-related,B.4.2.1,0.0012504502155572114
Peptic ulcer disease,70,70-74 years,0.5893976694182568,Ageing-related,Ageing-related,B.4.2.1,0.0015199385636542162
Peptic ulcer disease,75,75-79 years,1.01094184881137,Ageing-related,Ageing-related,B.4.2.1,0.0017964511571967382
Peptic ulcer disease,80,80-84 years,1.432040328415853,Ageing-related,Ageing-related,B.4.2.1,0.002000411480701243
Peptic ulcer disease,85,85-89 years,1.739216218995386,Ageing-related,Ageing-related,B.4.2.1,0.0020538086300284624
Peptic ulcer disease,90,90-94 years,1.830324278942309,Ageing-related,Ageing-related,B.4.2.1,0.002142278205974457
Peptic ulcer disease,95,95-99 years,2.052146156235787,Ageing-related,Ageing-related,B.4.2.1,0.0023322780077485233
Periodontal diseases,0,0-1 years,-1.489768711161658,Ageing-related,Adult (late),B.12.6.3,0
Periodontal diseases,1,1-4 years,-1.489768711161658,Ageing-related,Adult (late),B.12.6.3,0
Periodontal diseases,5,5-9 years,-1.489768711161658,Ageing-related,Adult (late),B.12.6.3,0
Periodontal diseases,10,10-14 years,-1.489768711161658,Ageing-related,Adult (late),B.12.6.3,0
Periodontal diseases,15,15-19 years,-1.352982777016694,Ageing-related,Adult (late),B.12.6.3,0.005050294038452137
Periodontal diseases,20,20-24 years,-1.051723862609641,Ageing-related,Adult (late),B.12.6.3,0.010864653487071614
Periodontal diseases,25,25-29 years,-0.6238460434258981,Ageing-related,Adult (late),B.12.6.3,0.014382822740943886
Periodontal diseases,30,30-34 years,-0.1680676388160936,Ageing-related,Adult (late),B.12.6.3,0.016027334568440313
Periodontal diseases,35,35-39 years,0.3300828443065605,Ageing-related,Adult (late),B.12.6.3,0.018025647462754216
Periodontal diseases,40,40-44 years,0.7698751412054898,Ageing-related,Adult (late),B.12.6.3,0.019174456910174456
Periodontal diseases,45,45-49 years,1.081421087574383,Ageing-related,Adult (late),B.12.6.3,0.019584087210593806
Periodontal diseases,50,50-54 years,1.267323303602083,Ageing-related,Adult (late),B.12.6.3,0.019385388905439015
Periodontal diseases,55,55-59 years,1.291481135327171,Ageing-related,Adult (late),B.12.6.3,0.018823511113098743
Periodontal diseases,60,60-64 years,1.180011623640141,Ageing-related,Adult (late),B.12.6.3,0.0183823817135928
Periodontal diseases,65,65-69 years,0.9986459971731573,Ageing-related,Adult (late),B.12.6.3,0.01874016834312707
Periodontal diseases,70,70-74 years,0.7911951210818274,Ageing-related,Adult (late),B.12.6.3,0.019762502848329044
Periodontal diseases,75,75-79 years,0.5962565207361671,Ageing-related,Adult (late),B.12.6.3,0.01963175314475319
Periodontal diseases,80,80-84 years,0.4023188349732625,Ageing-related,Adult (late),B.12.6.3,0.019039422504611537
Periodontal diseases,85,85-89 years,0.2605926619312431,Ageing-related,Adult (late),B.12.6.3,0.018432013376890658
Periodontal diseases,90,90-94 years,0.1416374101069243,Ageing-related,Adult (late),B.12.6.3,0.017770701514585204
Periodontal diseases,95,95-99 years,0.04485348485654436,Ageing-related,Adult (late),B.12.6.3,0.01728801225725609
Peripheral artery disease,0,0-1 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,1,1-4 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,5,5-9 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,10,10-14 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,15,15-19 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,20,20-24 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,25,25-29 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,30,30-34 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,35,35-39 years,-0.5637199890944207,Ageing-related,Ageing-related,B.2.10,0
Peripheral artery disease,40,40-44 years,-0.5531926293503365,Ageing-related,Ageing-related,B.2.10,8.329757329554455e-4
Peripheral artery disease,45,45-49 years,-0.5439540255714939,Ageing-related,Ageing-related,B.2.10,0.001381339591562878
Peripheral artery disease,50,50-54 years,-0.5138496506135979,Ageing-related,Ageing-related,B.2.10,0.002146957629803969
Peripheral artery disease,55,55-59 years,-0.4416491000298789,Ageing-related,Ageing-related,B.2.10,0.0030828011245859436
Peripheral artery disease,60,60-64 years,-0.3225458532599235,Ageing-related,Ageing-related,B.2.10,0.004763467005569853
Peripheral artery disease,65,65-69 years,-0.1652290009048806,Ageing-related,Ageing-related,B.2.10,0.007124249085253201
Peripheral artery disease,70,70-74 years,0.04149005666858336,Ageing-related,Ageing-related,B.2.10,0.0085061057023049
Peripheral artery disease,75,75-79 years,0.3009155288127559,Ageing-related,Ageing-related,B.2.10,0.008955512822423508
Peripheral artery disease,80,80-84 years,0.7306737724031829,Ageing-related,Ageing-related,B.2.10,0.008932049830360937
Peripheral artery disease,85,85-89 years,1.223164104666595,Ageing-related,Ageing-related,B.2.10,0.00849255488954003
Peripheral artery disease,90,90-94 years,2.072903651494754,Ageing-related,Ageing-related,B.2.10,0.008154490142597937
Peripheral artery disease,95,95-99 years,3.244753047534026,Ageing-related,Ageing-related,B.2.10,0.007547636509269603
Physical violence by firearm,0,0-1 years,-0.3754860583467609,Adult,Adult (early),C.3.2.1,1.7262643295480747e-4
Physical violence by firearm,1,1-4 years,-0.6397865205088887,Adult,Adult (early),C.3.2.1,8.788893421779417e-5
Physical violence by firearm,5,5-9 years,-0.7645835558436282,Adult,Adult (early),C.3.2.1,4.762868022541376e-5
Physical violence by firearm,10,10-14 years,-0.6336410174976506,Adult,Adult (early),C.3.2.1,5.1982857178698245e-5
Physical violence by firearm,15,15-19 years,1.334881822569784,Adult,Adult (early),C.3.2.1,1.5555573876719085e-4
Physical violence by firearm,20,20-24 years,2.536221334792542,Adult,Adult (early),C.3.2.1,2.2519704157756366e-4
Physical violence by firearm,25,25-29 years,1.925386395214125,Adult,Adult (early),C.3.2.1,1.6000116494104596e-4
Physical violence by firearm,30,30-34 years,1.330782285811862,Adult,Adult (early),C.3.2.1,1.0010613290041595e-4
Physical violence by firearm,35,35-39 years,0.9886641478382556,Adult,Adult (early),C.3.2.1,7.181149438899049e-5
Physical violence by firearm,40,40-44 years,0.5415109792302172,Adult,Adult (early),C.3.2.1,5.4632696964506346e-5
Physical violence by firearm,45,45-49 years,0.08520234554256094,Adult,Adult (early),C.3.2.1,4.658443661224668e-5
Physical violence by firearm,50,50-54 years,-0.1451858190111603,Adult,Adult (early),C.3.2.1,4.0869312102081536e-5
Physical violence by firearm,55,55-59 years,-0.3351510210297286,Adult,Adult (early),C.3.2.1,3.868001169444154e-5
Physical violence by firearm,60,60-64 years,-0.5174804134029722,Adult,Adult (early),C.3.2.1,3.977513970274912e-5
Physical violence by firearm,65,65-69 years,-0.6391153540008043,Adult,Adult (early),C.3.2.1,4.5834516174351026e-5
Physical violence by firearm,70,70-74 years,-0.7013404545192014,Adult,Adult (early),C.3.2.1,6.46467636206056e-5
Physical violence by firearm,75,75-79 years,-0.7366339597187641,Adult,Adult (early),C.3.2.1,8.276771954829324e-5
Physical violence by firearm,80,80-84 years,-0.8129554021823164,Adult,Adult (early),C.3.2.1,1.000704371555005e-4
Physical violence by firearm,85,85-89 years,-0.8284276655916931,Adult,Adult (early),C.3.2.1,1.413365216828581e-4
Physical violence by firearm,90,90-94 years,-0.8309587559645069,Adult,Adult (early),C.3.2.1,2.465390314956413e-4
Physical violence by firearm,95,95-99 years,-0.7819033133812743,Adult,Adult (early),C.3.2.1,4.7557717452309924e-4
Physical violence by other means,0,0-1 years,2.41557661604943,Adult,Adult (early),C.3.2.4,0.0017174783681679047
Physical violence by other means,1,1-4 years,-0.595376591132096,Adult,Adult (early),C.3.2.4,0.0013130171928327826
Physical violence by other means,5,5-9 years,-1.214109077091712,Adult,Adult (early),C.3.2.4,0.0013490475284985476
Physical violence by other means,10,10-14 years,-1.115490261675346,Adult,Adult (early),C.3.2.4,0.00253402466515276
Physical violence by other means,15,15-19 years,0.2789977339346145,Adult,Adult (early),C.3.2.4,0.00498646291909444
Physical violence by other means,20,20-24 years,1.347465880267634,Adult,Adult (early),C.3.2.4,0.006444010665995472
Physical violence by other means,25,25-29 years,1.212232864790177,Adult,Adult (early),C.3.2.4,0.006002316604318545
Physical violence by other means,30,30-34 years,1.150459498527568,Adult,Adult (early),C.3.2.4,0.005048475997110222
Physical violence by other means,35,35-39 years,1.002581729312564,Adult,Adult (early),C.3.2.4,0.004238510331785969
Physical violence by other means,40,40-44 years,0.7347669460531583,Adult,Adult (early),C.3.2.4,0.0036612428130403294
Physical violence by other means,45,45-49 years,0.4329083184916431,Adult,Adult (early),C.3.2.4,0.003254829772283947
Physical violence by other means,50,50-54 years,0.1423698031945281,Adult,Adult (early),C.3.2.4,0.002759467038993109
Physical violence by other means,55,55-59 years,0.07897785197453003,Adult,Adult (early),C.3.2.4,0.002212571757360504
Physical violence by other means,60,60-64 years,-0.1297835411564348,Adult,Adult (early),C.3.2.4,0.0018004832072844134
Physical violence by other means,65,65-69 years,-0.2781121320900115,Adult,Adult (early),C.3.2.4,0.0015591658144120148
Physical violence by other means,70,70-74 years,-0.398080369588782,Adult,Adult (early),C.3.2.4,0.0015066979328872852
Physical violence by other means,75,75-79 years,-0.5705090794819893,Adult,Adult (early),C.3.2.4,0.0013290627940041528
Physical violence by other means,80,80-84 years,-1.017166307885639,Adult,Adult (early),C.3.2.4,0.0011258216433080708
Physical violence by other means,85,85-89 years,-1.12160067403169,Adult,Adult (early),C.3.2.4,0.0011050150904490148
Physical violence by other means,90,90-94 years,-1.188521011805507,Adult,Adult (early),C.3.2.4,0.0013430674404500585
Physical violence by other means,95,95-99 years,-1.167588196656635,Adult,Adult (early),C.3.2.4,0.001505244524077336
Physical violence by sharp object,0,0-1 years,-0.498593846465046,Adult,Adult (early),C.3.2.2,6.359121919880641e-4
Physical violence by sharp object,1,1-4 years,-0.700046560339535,Adult,Adult (early),C.3.2.2,5.06685871102494e-4
Physical violence by sharp object,5,5-9 years,-1.004226990354435,Adult,Adult (early),C.3.2.2,4.625280702258575e-4
Physical violence by sharp object,10,10-14 years,-0.8928771664402322,Adult,Adult (early),C.3.2.2,5.898466361684908e-4
Physical violence by sharp object,15,15-19 years,0.7781575760428858,Adult,Adult (early),C.3.2.2,9.592244611858374e-4
Physical violence by sharp object,20,20-24 years,2.081639370017639,Adult,Adult (early),C.3.2.2,0.0011928970000950525
Physical violence by sharp object,25,25-29 years,1.98841980541318,Adult,Adult (early),C.3.2.2,0.0011051841016230324
Physical violence by sharp object,30,30-34 years,1.657548908069584,Adult,Adult (early),C.3.2.2,9.556533650718794e-4
Physical violence by sharp object,35,35-39 years,1.251825996438076,Adult,Adult (early),C.3.2.2,8.247498695635455e-4
Physical violence by sharp object,40,40-44 years,0.7986877266568767,Adult,Adult (early),C.3.2.2,6.551443819937446e-4
Physical violence by sharp object,45,45-49 years,0.3810458050175576,Adult,Adult (early),C.3.2.2,5.218596011918311e-4
Physical violence by sharp object,50,50-54 years,0.0705802593780108,Adult,Adult (early),C.3.2.2,3.9934288198555595e-4
Physical violence by sharp object,55,55-59 years,-0.1876192537850998,Adult,Adult (early),C.3.2.2,3.050377921911789e-4
Physical violence by sharp object,60,60-64 years,-0.3268983291597098,Adult,Adult (early),C.3.2.2,2.723125246165897e-4
Physical violence by sharp object,65,65-69 years,-0.5057716301415014,Adult,Adult (early),C.3.2.2,2.7673158119849477e-4
Physical violence by sharp object,70,70-74 years,-0.6235667259669981,Adult,Adult (early),C.3.2.2,3.051118654073468e-4
Physical violence by sharp object,75,75-79 years,-0.7129025190772184,Adult,Adult (early),C.3.2.2,3.3305675190551987e-4
Physical violence by sharp object,80,80-84 years,-0.8700129644635566,Adult,Adult (early),C.3.2.2,4.0559258084599075e-4
Physical violence by sharp object,85,85-89 years,-0.9166572070025613,Adult,Adult (early),C.3.2.2,5.475096600422155e-4
Physical violence by sharp object,90,90-94 years,-0.9298218179114222,Adult,Adult (early),C.3.2.2,8.863642749749677e-4
Physical violence by sharp object,95,95-99 years,-0.8389104359264884,Adult,Adult (early),C.3.2.2,0.0013501394094614443
Poisoning by carbon monoxide,0,0-1 years,2.395313694486335,Infant,Infant,C.2.4.1,1.0106686969517351e-4
Poisoning by carbon monoxide,1,1-4 years,0.1256170837083974,Infant,Infant,C.2.4.1,0.00015230300839975648
Poisoning by carbon monoxide,5,5-9 years,-2.014005305784115,Infant,Infant,C.2.4.1,2.012198130980319e-4
Poisoning by carbon monoxide,10,10-14 years,-1.803678139810534,Infant,Infant,C.2.4.1,2.284136735148423e-4
Poisoning by carbon monoxide,15,15-19 years,-0.7400473794694806,Infant,Infant,C.2.4.1,2.2879648942817238e-4
Poisoning by carbon monoxide,20,20-24 years,0.1666159652322949,Infant,Infant,C.2.4.1,1.9922606133251428e-4
Poisoning by carbon monoxide,25,25-29 years,0.1920944159873444,Infant,Infant,C.2.4.1,1.6220099764170364e-4
Poisoning by carbon monoxide,30,30-34 years,0.3603863997715722,Infant,Infant,C.2.4.1,1.1897800233080432e-4
Poisoning by carbon monoxide,35,35-39 years,0.3978460518539367,Infant,Infant,C.2.4.1,7.856845811972984e-5
Poisoning by carbon monoxide,40,40-44 years,0.5769245745663993,Infant,Infant,C.2.4.1,5.6634531511772766e-5
Poisoning by carbon monoxide,45,45-49 years,0.4203735212615784,Infant,Infant,C.2.4.1,4.2916184719090664e-5
Poisoning by carbon monoxide,50,50-54 years,0.3811073051351563,Infant,Infant,C.2.4.1,3.87084484519987e-5
Poisoning by carbon monoxide,55,55-59 years,0.4075019936176485,Infant,Infant,C.2.4.1,4.2006114099425075e-5
Poisoning by carbon monoxide,60,60-64 years,0.5463965927081058,Infant,Infant,C.2.4.1,3.950255007606885e-5
Poisoning by carbon monoxide,65,65-69 years,0.2797733803961817,Infant,Infant,C.2.4.1,3.904229282113388e-5
Poisoning by carbon monoxide,70,70-74 years,0.2898142857435003,Infant,Infant,C.2.4.1,3.964110935796349e-5
Poisoning by carbon monoxide,75,75-79 years,0.3169677801990217,Infant,Infant,C.2.4.1,3.995473412130066e-5
Poisoning by carbon monoxide,80,80-84 years,0.536829680645773,Infant,Infant,C.2.4.1,5.8493815012741835e-5
Poisoning by carbon monoxide,85,85-89 years,0.2770801760227645,Infant,Infant,C.2.4.1,9.381506596427889e-5
Poisoning by carbon monoxide,90,90-94 years,-1.085011860098559,Infant,Infant,C.2.4.1,1.2053491864087568e-4
Poisoning by carbon monoxide,95,95-99 years,-2.027900216173311,Infant,Infant,C.2.4.1,1.2834549881282948e-4
Poisoning by other means,0,0-1 years,4.115696922764753,Infant,Infant,C.2.4.2,2.023616569083068e-4
Poisoning by other means,1,1-4 years,1.517814843449577,Infant,Infant,C.2.4.2,2.353208177724805e-4
Poisoning by other means,5,5-9 years,-0.3153523733405356,Infant,Infant,C.2.4.2,3.337880954655257e-4
Poisoning by other means,10,10-14 years,-0.3241998718318085,Infant,Infant,C.2.4.2,4.4676673407128577e-4
Poisoning by other means,15,15-19 years,-0.4201119516085735,Infant,Infant,C.2.4.2,4.57212832571667e-4
Poisoning by other means,20,20-24 years,-0.3019772610953391,Infant,Infant,C.2.4.2,4.41693081155537e-4
Poisoning by other means,25,25-29 years,-0.2956739395123025,Infant,Infant,C.2.4.2,4.166987940183511e-4
Poisoning by other means,30,30-34 years,-0.3412287800035658,Infant,Infant,C.2.4.2,3.606282891043636e-4
Poisoning by other means,35,35-39 years,-0.3220411088855062,Infant,Infant,C.2.4.2,2.895731141633603e-4
Poisoning by other means,40,40-44 years,-0.2854650800951574,Infant,Infant,C.2.4.2,2.1777044026947363e-4
Poisoning by other means,45,45-49 years,-0.2749155414827325,Infant,Infant,C.2.4.2,1.583370363124833e-4
Poisoning by other means,50,50-54 years,-0.2198477425438353,Infant,Infant,C.2.4.2,1.2008647060889146e-4
Poisoning by other means,55,55-59 years,-0.2302356286674568,Infant,Infant,C.2.4.2,1.0658013098275674e-4
Poisoning by other means,60,60-64 years,-0.2419486581608094,Infant,Infant,C.2.4.2,9.836787107547983e-5
Poisoning by other means,65,65-69 years,-0.2343735074556353,Infant,Infant,C.2.4.2,9.788647353618816e-5
Poisoning by other means,70,70-74 years,-0.2088362949791619,Infant,Infant,C.2.4.2,1.1253095552444212e-4
Poisoning by other means,75,75-79 years,-0.2424366722594969,Infant,Infant,C.2.4.2,1.1898965141578553e-4
Poisoning by other means,80,80-84 years,-0.2385667784785921,Infant,Infant,C.2.4.2,1.3608058140364998e-4
Poisoning by other means,85,85-89 years,-0.2760614733847641,Infant,Infant,C.2.4.2,1.943546078725997e-4
Poisoning by other means,90,90-94 years,-0.4241598301554081,Infant,Infant,C.2.4.2,0.00026943665491464944
Poisoning by other means,95,95-99 years,-0.4360792722736513,Infant,Infant,C.2.4.2,3.579725888159652e-4
Polycystic ovarian syndrome,0,0-1 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,1,1-4 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,5,5-9 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,10,10-14 years,-0.4110306296199717,Adult,Adult (early),B.12.3.2,0.001523428234327153
Polycystic ovarian syndrome,15,15-19 years,0.8425801507592107,Adult,Adult (early),B.12.3.2,0.0016760736867118937
Polycystic ovarian syndrome,20,20-24 years,1.517469608329104,Adult,Adult (early),B.12.3.2,7.675739062222539e-5
Polycystic ovarian syndrome,25,25-29 years,1.560384706937951,Adult,Adult (early),B.12.3.2,4.49074257545571e-5
Polycystic ovarian syndrome,30,30-34 years,1.524228387461347,Adult,Adult (early),B.12.3.2,2.550503089245248e-5
Polycystic ovarian syndrome,35,35-39 years,1.532249188392112,Adult,Adult (early),B.12.3.2,1.874816003197693e-5
Polycystic ovarian syndrome,40,40-44 years,1.498981718657685,Adult,Adult (early),B.12.3.2,1.2242604384673036e-5
Polycystic ovarian syndrome,45,45-49 years,1.245599039538374,Adult,Adult (early),B.12.3.2,6.533700806276659e-6
Polycystic ovarian syndrome,50,50-54 years,-0.2396433068254181,Adult,Adult (early),B.12.3.2,2.079184764579131e-6
Polycystic ovarian syndrome,55,55-59 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,60,60-64 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,65,65-69 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,70,70-74 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,75,75-79 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,80,80-84 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,85,85-89 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,90,90-94 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Polycystic ovarian syndrome,95,95-99 years,-0.7559015719691995,Adult,Adult (early),B.12.3.2,0
Premenstrual syndrome,0,0-1 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,1,1-4 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,5,5-9 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,10,10-14 years,-0.02724043943749327,Adult,Adult (early),B.12.3.6,0.03689532997933604
Premenstrual syndrome,15,15-19 years,0.9222300786014667,Adult,Adult (early),B.12.3.6,0.07011798362604661
Premenstrual syndrome,20,20-24 years,1.332637704986501,Adult,Adult (early),B.12.3.6,0.05783421935730476
Premenstrual syndrome,25,25-29 years,1.363182925375818,Adult,Adult (early),B.12.3.6,0.0556017272776587
Premenstrual syndrome,30,30-34 years,1.443465382730605,Adult,Adult (early),B.12.3.6,0.06109148208812467
Premenstrual syndrome,35,35-39 years,1.733495523227535,Adult,Adult (early),B.12.3.6,0.07024861801922153
Premenstrual syndrome,40,40-44 years,1.746312984177957,Adult,Adult (early),B.12.3.6,0.05940023456564794
Premenstrual syndrome,45,45-49 years,1.009791019863669,Adult,Adult (early),B.12.3.6,0.02591275727810217
Premenstrual syndrome,50,50-54 years,-0.1407949892476985,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,55,55-59 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,60,60-64 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,65,65-69 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,70,70-74 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,75,75-79 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,80,80-84 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,85,85-89 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,90,90-94 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Premenstrual syndrome,95,95-99 years,-0.7819233491898634,Adult,Adult (early),B.12.3.6,0
Prostate cancer,0,0-1 years,-0.7231542222525821,Ageing-related,Ageing-related,B.1.18,0
Prostate cancer,1,1-4 years,-0.7231542222525821,Ageing-related,Ageing-related,B.1.18,0
Prostate cancer,5,5-9 years,-0.7231542222525821,Ageing-related,Ageing-related,B.1.18,0
Prostate cancer,10,10-14 years,-0.7231542222525821,Ageing-related,Ageing-related,B.1.18,0
